duration,fade_in,fade_out,loudness,mode,tempo,time_sig,year,artist_fam,artist_pop,song_pop
383.37261,0,375.095,-9.128,1,134.917,5,1998,0.690258033,0.538423462,1
200.85506,0.189,185.858,-9.88,1,168.07,4,2000,0.630536811,0.391046281,1
262.66077,0.118,260.296,-6.708,0,172.986,4,2006,0.525638725,0.195902335,0
225.41016,4.516,215.946,-19.102,1,64.217,1,2007,0.435308159,0.158264508,0
250.38322,0.189,236.942,-3.357,0,130.91,4,2003,0.455025962,0.308877692,0
420.80608,0,400.591,-12,1,181.354,4,2002,0.534402805,0.40931625,1
231.54893,0.27,220.868,-14.248,1,113.667,4,1987,0.642280769,0.411195688,0
321.01832,8.957,321.018,-9.316,0,147.768,4,2007,0.487682801,0.339667589,0
265.7171,6.235,254.079,-8.865,1,98,4,2002,0.636304839,0.388058141,1
141.24363,0.159,130.287,-12.242,1,122.234,4,1968,0.51103019,0.354164535,0
197.69424,0,187.925,-7.794,0,105.27,4,2009,0.431002012,0.266425156,0
289.41016,0.421,271.279,-9.794,1,147.453,5,2005,0.592376303,0.413903999,0
164.25751,0.31,157.158,-13.556,1,137.897,4,1979,0.620780881,0.441899644,0
157.43955,0,157.44,-11.419,1,95.86,1,2007,0.604809105,0.401182468,1
208.45669,0,204.51,-5.146,1,177.032,4,2000,0.652072647,0.427558278,0
196.33587,0,181.388,-16.115,1,140.419,1,2001,0.625443262,0.431526919,1
165.48526,0.22,156.665,-13.378,0,122.537,1,1974,0.579735688,0.409688285,1
188.73424,0.101,179.815,-8.527,1,75.113,4,1998,0.654644975,0.450775218,0
141.11302,0,136.62,-2.954,0,126.006,4,2009,0.479801358,0.369698483,1
186.3571,0.363,178.515,-7.152,1,194.298,3,1981,0.548019396,0.357981186,1
243.09506,0.113,240.112,-4.468,0,105.019,4,2008,0.682509046,0.471595341,1
337.57995,0.136,319.083,-10.167,0,92.043,1,2010,0.758877495,0.580428701,1
198.53016,0.119,185.202,-2.864,0,94.017,4,2007,0.87558462,0.595071046,1
326.84363,0,311.67,-7.406,0,74.834,4,2007,0.589470263,0.498918779,1
290.76853,0,275.406,-10.815,1,110.334,3,2003,0.737052306,0.450595416,1
417.95873,0,417.959,-4.503,0,135.078,4,2003,0.722369987,0.526279066,0
258.53342,0.061,249.156,-16.521,1,246.648,3,1979,0.504943736,0.373139176,1
177.52771,0.967,173.36,-5.903,0,150.009,4,2010,0.618654362,0.600952296,1
200.51546,0,193.254,-12.18,1,87.698,4,1991,0.372814188,0.306770774,0
696.37179,0,696.372,-5.651,1,98.69,4,2006,0.735029849,0.473501292,0
195.18649,0.427,188.076,-7.79,1,162.812,3,1973,0.567656652,0.392152413,0
137.06404,0.16,129.19,-6.689,1,128.989,7,2003,0.618033654,0.38786769,1
124.70812,0.131,120.721,-4.086,1,122.253,7,2007,0.639249552,0.413885098,1
233.35138,0.142,219.121,-5.698,0,161.986,4,2009,0.899279599,0.590611951,1
139.10159,0.229,133.462,-23.355,1,141.905,4,1989,0.560215648,0.364258871,0
215.7971,0.468,212.184,-5.447,1,179.465,5,2008,0.669168371,0.522839542,1
122.46159,0.178,117.197,-16.903,1,121.658,3,2006,0.793225373,0.521877894,0
306.36363,2.833,290.824,-6.385,1,148.857,4,1996,0.543833134,0.365435094,0
319.63383,3.791,312.233,-5.724,0,149.908,4,2007,0.78221986,0.573788628,0
266.65751,0.142,259.1,-9.626,0,126.919,4,1989,0.645069898,0.455792172,1
299.98975,1.013,288.403,-9.336,1,80.024,4,2006,0.618126634,0.457129664,1
220.81261,0,213.049,-22.079,1,165.044,1,2005,0.610115035,0.352865752,0
250.33098,0.294,227.927,-8.466,1,87.145,4,1981,0.54263512,0.353609504,0
284.62975,0,270.669,-12.092,1,105.009,4,2001,0.535373057,0.366184621,1
312.21506,0.205,300.437,-9.088,0,115.024,4,2009,0.66908884,0.465113944,1
451.00363,0.385,428.42,-16.909,0,101.89,4,1996,0.696421907,0.406660559,0
200.56771,0,181.185,-17.028,1,128.004,4,2002,0.64473715,0.429050068,0
234.84036,0.345,221.228,-13.155,1,125.033,4,1981,0.422330209,0.327256941,0
419.73506,0.241,414.383,-9.828,1,82.839,4,2003,0.695416519,0.412110495,1
271.80363,3.228,259.808,-7.33,1,89.838,4,1998,0.627630137,0.353815269,1
245.36771,0,228.775,-15.767,1,117.74,1,1994,0.600612699,0.399022269,0
275.56526,0.914,268.144,-10.012,0,187.979,4,1997,0.491117131,0.367773315,0
176.61342,0.363,171.456,-14.771,0,137.587,4,1982,0.607507866,0.389489106,0
221.1522,0,212.521,-3.96,1,128.959,3,2009,0.606094646,0.38461211,1
341.55057,0.576,323.413,-21.592,0,114.032,4,1990,0.563225863,0.393209542,1
283.14077,0.162,268.481,-13.759,0,128.252,3,1984,0.624440692,0.427133375,1
222.30159,0.758,211.94,-9.276,1,179.687,4,2002,0.502017314,0.333026537,0
203.15383,0,192.279,-10.473,1,113.973,4,2009,0.513295218,0.390757577,0
241.21424,0,229.216,-9.85,0,125.022,3,2004,0.101762138,0.328076238,0
407.45751,0.061,387.286,-8.58,0,106.6,4,2002,0.630536811,0.391046281,1
382.11873,0.485,373.888,-13.335,0,169.289,5,2003,0.572467585,0.3588139,1
277.81179,4.005,263.43,-9.364,1,96.911,4,1996,0.603904505,0.46349107,1
332.77342,4.818,328.62,-7.894,0,94.368,3,1973,0.547850456,0.3612241,0
187.29751,0.369,185.226,-2.871,0,195.985,4,2004,0.746374642,0.46218697,0
204.32934,0,194.833,-6.485,1,148.036,3,2009,0.616252519,0.43191283,1
101.32853,0,94.662,-10.792,1,121.671,4,2004,0.781956995,0.469158128,0
121.59955,0.183,111.328,-10.338,1,92.711,4,2006,0.591970931,0.411086651,1
191.21587,0,187.13,-2.721,0,143.041,4,2002,0.761435005,0.551013241,1
198.05995,0.102,191.158,-3.417,1,130.086,4,2007,0.783630903,0.53726389,1
167.70567,0.374,161.483,-8.566,0,165.359,1,2005,0.521077745,0.352948028,1
379.14077,0,367.119,-11.717,1,84.478,4,1996,0.596467772,0.453041666,0
255.26812,0.229,245.139,-18.03,1,109.78,4,2000,0.465891238,0.327444446,0
316.39465,0,314.329,-5.3,1,67.011,4,2007,0.546694387,0.408337994,0
261.642,0,246.561,-10.544,1,151.446,4,2008,0.671155638,0.482800851,0
222.48444,0,218.186,-6.416,1,135.984,4,2007,0.591009717,0.3473292,1
281.73016,0.502,265.868,-11.421,1,93.214,1,1997,0.840246051,0.569487251,1
199.88853,0.148,195.193,-6.918,1,121.505,4,2009,0.916058238,0.535408379,1
165.45914,0.601,160.798,-5.379,0,132.437,1,2001,0.722369987,0.526279066,1
196.49261,3.32,187.791,-6.116,1,152.685,4,2002,0.538842113,0.357285282,0
154.56608,0.083,143.163,-7.746,0,106.776,3,2007,0.510684342,0.366845515,0
139.49342,0.552,134.438,-7.991,1,131.965,4,2001,0.489280179,0.343605383,0
235.83302,0.273,225.524,-15.972,0,157.993,3,1983,0.577173637,0.22609083,0
234.39628,0.27,219.759,-6.497,0,118.161,4,2003,0.553991754,0.390574638,0
197.69424,0.101,189.928,-3.56,1,175.99,3,2007,0.722576715,0.300250335,1
184.37179,0.369,166.586,-13.905,1,71.831,4,1991,0.668507292,0.43540368,1
253.70077,0.485,246.875,-12.884,1,90.393,3,2006,0.502435106,0.372213268,0
191.4771,0,180.175,-7.822,0,95.168,4,2007,0.618145212,0.450232426,1
188.42077,3.373,182.904,-13.013,1,96.488,3,1968,0.828334155,0.472205895,0
263.6273,0.322,246.462,-15.508,1,69.861,4,2005,0.509968212,0.432138943,1
329.69098,0.268,304.118,-5.93,0,140.942,5,1996,0.627899718,0.405131809,0
113.55383,0.333,107.868,-11.902,1,142.695,1,1982,0.545548276,0.532273226,0
149.34159,0,140.916,-14.293,1,115.221,4,1964,0.544159381,0.357973715,1
267.4673,0.136,259.837,-10.306,1,108.22,5,2003,0.80679225,0.51786632,1
248.89424,2.798,243.055,-18.614,1,103.614,3,2000,0.404306886,0.318190101,0
210.33751,0.253,197.909,-5.271,1,144.982,4,2005,0.586365898,0.394020195,1
320.46975,4.545,291.852,-14.925,1,118.343,4,2006,0.590800853,0.503558366,0
289.2273,0.363,281.774,-8.071,1,136.398,1,1995,0.428494765,0.313674476,0
164.38812,0,158.883,-9.678,1,111.238,4,2002,0.719827685,0.482833697,1
285.49179,8.841,272.208,-12.47,0,125.048,4,2006,0.626595201,0.460163315,1
359.49669,0.248,324.127,-18.42,1,90.645,5,1971,0.697631341,0.454906291,1
175.56853,3.14,163.736,-13.598,1,108.575,5,2006,0.733693067,0.538533576,1
204.82567,5.747,189.301,-11.255,1,125.682,4,1999,0.436992146,0.344591933,0
252.70812,2.647,248.146,-13.514,1,123.153,4,2004,0.508730114,0.380617958,0
400.5873,7.831,395.407,-7.147,0,90.655,3,1995,0.435638042,0.360124001,0
238.41914,0,226.917,-6.198,1,160.462,4,2007,0.705583789,0.589306435,1
302.57587,0.264,287.173,-13.621,0,142.125,4,1981,0.562614768,0.358435364,0
448.28689,0.165,443.356,-11.424,0,140.023,4,1996,0.41608765,0.28002481,0
142.73261,0.403,135.378,-14.597,1,90.658,1,2002,0.521345402,0.374967461,0
266.97098,0.159,264.562,-3.948,1,119.675,4,2010,0.691535858,0.467995294,1
226.5073,0,222.047,-3.199,0,136.822,3,2006,0.587548432,0.322885864,1
407.45751,0.723,402.199,-9.574,1,119.01,4,2004,0.637360521,0.382333296,1
249.83465,2.873,232.948,-8.821,1,125.816,4,2006,0.73537015,0.670567878,0
54.7522,0.144,49.07,-15.136,0,83.192,1,2002,0.668895623,0.394335251,0
220.60363,2.293,220.604,-6.483,1,155.888,1,2001,0.619265094,0.462146494,1
105.79546,9.555,97.065,-11.308,1,64.842,4,2002,0.649090532,0.397527785,1
243.9571,0,237.349,-4.547,1,117.027,3,2008,0.653191967,0.40634135,0
295.36608,1.03,283.748,-5.689,0,108.681,4,2001,0.47170886,0.364480394,0
209.18812,0,197.195,-9.47,1,105.948,1,2010,0.503095496,0.384978072,0
207.43791,0.136,196.127,-11.565,1,98.312,3,2002,0.38583794,0.281359677,0
193.98485,0.096,189.359,-3.804,1,91.266,4,2006,0.719517672,0.453978492,1
81.71057,0,74.884,-23.465,1,244.268,4,2008,0.609816403,0.560380805,1
500.16608,0.154,480.566,-5.628,0,127.889,4,2005,0.590803623,0.354915839,0
242.93832,0.096,239.566,-5.968,0,169.42,4,2002,0.690470778,0.389627797,0
259.13424,0.566,244.506,-9.97,1,170.758,4,2008,0.605266761,0.370979829,0
163.91791,0.218,157.513,-18.8,0,85.102,4,1959,0.615859697,0.437494807,0
201.01179,0,195.338,-14.275,0,178.25,3,1993,0.636582379,0.421287263,1
251.45424,0.206,244.303,-6.435,0,103.141,4,2002,0.752235292,0.456965591,0
233.35138,3.936,228.351,-8.497,1,93.968,4,1994,0.806359343,0.545789126,1
200.35873,0.63,192.389,-11.19,1,124.936,4,1977,0.515344518,0.338999979,1
126.74567,0,122.822,-5.193,0,198.427,4,2001,0.616689025,0.495286924,1
287.05914,0,279.371,-23.103,0,151.555,1,1996,0.509585192,0.335453473,0
185.75628,3.46,180.39,-5.016,0,85.574,4,2010,0.551793093,0.380864848,0
231.75791,0.621,222.627,-11.428,1,116.334,4,1992,0.489629327,0.332970152,1
357.98159,0.299,348.711,-7.561,0,153.377,5,1996,0.616146849,0.428893327,1
167.54893,0.188,160.148,-7.296,1,116.896,1,2002,0.859513993,0.812307796,1
169.37751,0.432,156.218,-5.815,1,102.688,4,1992,0.508971308,0.34209665,0
326.922,0,322.676,-4.761,0,137.812,5,2007,0.555294751,0.375546542,0
244.16608,0.189,235.288,-8.7,1,97.611,4,2001,0.756063871,0.491468882,0
434.57261,0.148,415.788,-8.35,0,65.807,4,2006,0.572389575,0.45726145,0
129.04444,0.293,122.688,-11.762,1,134.382,4,2008,0.577579509,0.360812607,0
99.44771,0.102,94.261,-4.349,1,115.188,1,2006,0.758734292,0.47748546,1
46.99383,0,44.1,-11.6,0,121.237,4,2009,0.621124604,0.424950415,0
243.46077,0,226.267,-6.745,1,80.626,5,1986,0.589601409,0.369604522,0
207.882,0,204.016,-8.586,0,211.095,7,2002,0.557144266,0.379210582,0
177.08363,0.229,170.498,-8.987,1,100.995,4,2009,0.609313874,0.383079076,0
302.31465,0.084,299.032,-8.34,0,99.664,7,2008,0.593144839,0.420629732,0
175.09832,0.206,168.501,-12.089,0,187.754,4,1994,0.587594371,0.468158756,0
309.91628,0.247,296.409,-11.142,1,92.476,4,1993,0.603804724,0.354027308,0
386.14159,0.152,360.368,-13.09,0,80.067,4,1989,0.569181732,0.402461904,0
263.75791,0.293,245.15,-4.337,0,138.422,1,2004,0.646157189,0.447691608,1
287.86893,0,279.11,-8.067,1,105.233,4,2004,0.502810629,0.345579377,0
276.79302,0.229,269.305,-10.482,0,91.98,4,2001,0.603608787,0.482270934,0
256.13016,2.043,240.477,-10.144,1,100.186,4,2004,0.579201733,0.363759493,0
189.17832,0,184.935,-6.854,0,111.995,4,2004,0.663279288,0.396053473,1
284.76036,2.165,259.605,-6.786,0,97.063,4,2006,0.65843872,0.505040801,1
212.81914,0,205.143,-6.162,0,158.816,4,2008,0.497858631,0.375989515,0
288.1824,0,288.182,-11.961,1,170.403,4,2006,0.576539833,0.389373347,1
421.45914,7.117,411.829,-5.805,1,120.361,4,2001,0.755390673,0.570392636,1
210.85995,0.148,186.178,-7.712,1,91.025,4,2001,0.586297154,0.432394322,0
255.60771,0,255.608,-3.974,1,101.974,4,2002,0.838243917,0.563047457,1
249.67791,0,246.062,-5.362,0,90.687,1,2005,0.876118649,0.518170436,1
228.96281,6.298,222.9,-3.073,1,135.616,4,2008,0.70492351,0.487506612,1
215.77098,2.305,207.354,-6.718,1,120.024,4,2008,0.553674224,0.453342237,0
222.69342,0.363,209.972,-9.407,0,121.133,4,1997,0.554862777,0.499652506,0
233.82159,0,231.004,-7.353,1,117.481,4,2002,0.679073977,0.404069723,1
182.49098,0.368,178.027,-6.251,0,207.024,4,1977,0.537867341,0.399814254,0
156.31628,3.913,153.792,-6.717,0,147.103,4,2007,0.67573125,0.449953434,1
227.97016,0.46,209.531,-3.96,0,129.978,4,2008,0.632601384,0.47388251,1
330.03057,3.065,321.312,-16.252,1,128.551,5,2003,0.584477495,0.461728918,0
246.90893,0,234.504,-13.699,1,154.544,4,2009,0.681841631,0.515416407,1
195.18649,0.177,190.003,-9.825,1,82.907,1,1991,0.423148726,0.307752201,1
348.3424,0.223,312.808,-13.937,1,109.728,4,1998,0.738039725,0.530330384,1
185.88689,0,182.027,-5.599,0,186.993,4,2009,0.809711984,0.573374259,1
216.63302,0.212,212.886,-2.056,1,155.053,4,2008,0.750449157,0.602880096,1
194.89914,2.223,189.173,-4.687,1,114.096,4,1994,0.630216183,0.51217553,0
392.14975,0,383.025,-9.65,1,116.209,4,2008,0.675295469,0.44269672,0
610.92526,0,610.925,-19.591,1,128.15,1,1974,0.55569247,0.361281758,1
236.48608,1.148,220.491,-10.715,1,121.445,4,1975,0.659552079,0.505062404,1
406.36036,0.177,382.955,-9.389,1,150.05,4,2009,0.591207458,0.424974046,1
263.18322,0.177,254.659,-12.198,1,101.981,4,2005,0.483030555,0.342727472,0
257.85424,0.502,252.784,-9.974,1,114.194,4,2004,0.424707564,0.010569295,0
265.29914,3.373,261.602,-4.988,0,128,4,2003,0.608320931,0.358484841,0
124.15955,0.961,120.721,-6.641,1,155.56,4,1987,0.608275271,0.359693691,1
421.14567,0.177,418.035,-5.729,1,108.035,4,2003,0.561313379,0.442606369,1
374.69995,0.148,363.27,-6.348,0,154.929,4,1997,0.668509447,0.506545319,1
350.04036,0,343.673,-9.562,1,85.801,3,1974,0.7779113,0.50876759,1
105.50812,2.467,99.84,-22.894,1,110.625,4,1994,0.416141022,0.331090126,0
246.64771,0,237.999,-8.349,0,123.289,4,2000,0.50350452,0.377104971,0
488.46322,0,488.463,-6.982,1,125.823,4,1998,0.424223135,0.344959866,0
198.26893,0.328,192.627,-9.493,1,179.14,1,1999,0.576408737,0.404971083,1
234.05669,0.271,227.468,-7.173,0,120.976,4,2005,0.695283825,0.402583236,0
290.63791,0.142,266.559,-2.967,0,126.577,4,1998,0.801989216,0.580345271,1
216.92036,2.235,212.3,-15.024,1,100.876,4,1983,0.673044722,0.462345765,0
167.13098,0.078,158.505,-3.508,1,120.155,4,2009,0.735666849,0.55807952,1
264.202,0.391,246.294,-6.236,1,125.091,4,2004,0.78973024,0.542127837,1
322.5073,0.153,298.017,-7.661,0,109.994,4,2003,0.802654891,0.578772834,1
253.25669,0,244.721,-6.488,1,176.041,4,2007,0.788116057,0.497974129,1
403.04281,0.16,392.017,-8.478,1,116.992,7,1994,0.523863704,0.356495901,0
233.32526,0.392,222.952,-6.655,1,117.269,4,1997,0.434647101,0.333196089,0
209.31873,0.421,206.292,-7.171,1,97.711,4,1992,0.772100694,0.486007176,1
469.4722,3.106,457.619,-9.578,0,97.972,4,2002,0.60922009,0.389279481,0
221.46567,3.065,212.91,-6.719,1,123.477,4,2008,0.730242041,0.499678749,1
125.90975,0.165,117.626,-6.727,1,106.428,4,2004,0.457521833,0.397240719,0
243.722,0.165,240.025,-7.628,1,147.804,4,2003,0.630636354,0.472814408,1
683.38893,6.043,666.401,-10.078,0,68.588,7,2006,0.642496672,0.429164397,1
121.73016,0.096,116.692,-19.418,0,108.061,3,2007,0.444648778,0.369783243,1
207.62077,0.36,198.432,-12.333,0,115.947,1,2010,0.80993899,0.557053701,1
177.18812,0.154,171.961,-3.045,0,161.734,4,2005,0.803220003,0.583022291,1
230.29506,0,220.357,-6.14,0,109.266,5,2006,0.706534976,0.508309572,1
255.37261,0.171,250.416,-9.17,1,170.042,4,2007,0.865568096,0.634890824,1
141.16526,0.173,127.309,-9.188,1,192.636,1,1996,0.507839507,0.372339711,0
207.59465,0.781,192.969,-7.205,1,123.523,4,2000,0.624284642,0.456079757,1
205.87057,0.247,193.759,-4.652,1,163.747,4,2002,0.758667044,0.560348382,1
357.35465,0,336.376,-10.453,0,114.65,5,2007,0.542574121,0.346229699,1
359.96689,0,349.269,-5.317,1,135.294,4,2007,0.607809548,0.451475947,1
193.51465,0.154,184.546,-2.704,1,93.382,5,2005,0.585425868,0.428427038,0
122.3571,0.264,116.257,-10.965,1,118.971,4,2005,0.578773182,0.452279104,1
100.0224,0.589,100.022,-5.017,1,146.187,4,2007,0.710596177,0.430697351,1
167.28771,0,159.742,-13.415,0,92.656,4,1979,0.570016703,0.393762699,1
152.45016,3.384,144.387,-13.017,1,58.906,1,1985,0.750621598,0.498497973,1
267.54567,0.943,267.546,-4.876,1,126.089,4,2008,0.769944259,0.536173552,1
191.29424,0.445,184.999,-2.871,1,169.981,4,2008,0.550475567,0.448693472,1
386.71628,0,368.617,-3.93,1,114.298,3,2007,0.566524873,0.498603675,0
270.00118,6.925,261.596,-11.834,0,110.048,4,2005,0.628042414,0.42738805,1
66.84689,0.177,66.847,-10.664,1,88.521,1,2001,0.548958751,0.442879219,0
288.26077,5.451,266.112,-5.865,0,140.304,5,2004,0.632425285,0.391580087,0
286.30159,2.27,281.356,-6.945,1,219.228,4,2005,0.753938467,0.539207385,1
120.78975,0.933,114.765,-11.522,1,159.13,3,1985,0.597293587,0.436440991,0
147.12118,2.276,141.328,-16.46,1,48.673,4,2004,0.523395522,0.464465496,1
240.45669,0,229.796,-15.335,0,202.321,4,2003,0.450163978,0.379041344,1
253.77914,0,251.617,-4.446,0,95.001,4,2007,0.697887822,0.435144672,0
342.59546,2.717,331.465,-9.616,0,101.831,4,1988,0.682101282,0.424108277,0
275.06893,0,268.8,-4.521,1,177.998,4,2007,0.615759896,0.498770073,0
298.44853,0,285.814,-5.446,0,94.033,4,2007,0.668509447,0.506545319,1
251.0624,0.142,247.571,-4.409,1,85.635,4,2008,0.699599181,0.392060957,1
252.1073,0.421,238.719,-6.708,1,110.049,4,2009,0.677963123,0.485002849,1
310.96118,0,310.961,-9.386,1,75.034,3,2009,0.610709616,0.531448171,1
337.68444,0,337.684,-6.656,0,130.083,4,2004,0.710203377,0.51484988,1
148.37506,0.49,145.525,-2.997,1,111.764,4,2006,0.587425983,0.399824373,0
361.58649,0,357.552,-8.931,0,130.044,4,1995,0.700414793,0.53537119,1
259.23873,0,244.46,-13.208,1,121.305,5,2009,0.669466195,0.461292681,0
190.24934,0.299,178.341,-9.24,0,106.947,3,2006,0.636143051,0.430605109,1
215.562,0.235,209.595,-8.916,0,117.048,4,2005,0.600122989,0.408935793,0
341.68118,0,338.431,-4.683,0,130.016,4,2003,0.666630453,0.502920454,0
354.32444,0,354.324,-5.303,1,148.099,4,2000,0.584309801,0.398297383,0
245.52444,0.241,241.987,-10.015,1,150.084,4,2004,0.699584172,0.390568948,0
231.02649,0.131,216.979,-6.471,1,97.899,3,1998,0.757417813,0.563941252,0
151.66649,0,148.294,-5.955,1,145.309,4,1990,0.773368223,0.616308251,0
218.53995,0.084,201.654,-4.039,1,161.883,4,2005,0.711479188,0.455841392,0
205.45261,0.125,200.684,-8.646,0,126.679,5,2008,0.476833154,0.419030615,0
244.06159,0.177,235.253,-7.738,1,127.004,3,2004,0.792664564,0.570270479,1
170.68363,3.326,164.136,-5.999,1,95.079,4,1987,0.461376928,0.313627075,0
270.10567,0.229,263.703,-6.767,1,165.486,4,1988,0.626161386,0.474221319,0
251.21914,0.078,241.998,-11.319,0,170.395,3,2000,0.578718985,0.394055567,1
81.52771,2.223,81.528,-39.381,1,181.218,3,2008,0.651686821,0.41006026,0
251.97669,0.224,241.476,-21.321,1,146.324,3,1999,0.554741898,0.392685297,0
222.58893,0,208.62,-7.815,1,120.642,4,2010,0.648378714,0.476408191,1
220.39465,0.287,210.564,-4.536,0,109.927,4,2007,0.578286732,0.509265953,1
121.99138,0.113,115.467,-12.071,0,109.302,3,2006,0.69296771,0.515246956,1
359.18322,0,351.631,-8.261,1,70.202,4,1996,0.526107675,0.398823936,0
97.27955,0.247,93.768,-6.631,0,195.378,1,1997,0.577353466,0.378315419,0
242.18077,0,233.227,-8.36,1,136.568,1,1993,0.620742148,0.41345244,0
365.322,5.915,348.543,-7.356,0,99.987,4,2002,0.741195239,0.395793546,1
261.56363,0.183,254.317,-7.168,0,156.306,4,1996,0.650035562,0.458892165,1
316.08118,0.218,303.026,-7.122,1,153.949,4,2005,0.685498374,0.412731428,1
177.97179,3.698,169.802,-3.163,1,93.988,4,2005,0.816954587,0.523788767,1
202.81424,0.145,191.24,-8.397,0,119.974,4,2008,0.525753639,0.497298103,0
313.23383,5.381,306.248,-7.641,1,112.69,4,2000,0.536425483,0.312152562,0
220.49914,0.271,204.69,-10.433,0,165.563,1,1972,0.828334155,0.472205895,1
241.24036,5.95,235.073,-12.752,1,104.38,4,1965,0.574185669,0.406217688,1
229.69424,0,217.025,-7.066,1,115.946,1,2009,0.601347337,0.418996935,0
148.24444,0.438,142.785,-12.689,1,166.049,4,1998,0.710901466,0.511244822,0
190.45832,0.508,179.45,-10.188,1,88.347,3,2001,0.589217679,0.403727273,1
273.99791,0.82,259.64,-14.681,0,84.671,4,1996,0.40760679,0.390501632,0
143.25506,0.11,127.309,-13.308,1,90.718,3,1994,0.713274972,0.377593082,1
431.56853,2.711,416.508,-8.437,1,127.97,4,2007,0.59145539,0.398365754,0
204.2771,0.258,200.307,-13.508,1,110.034,4,2002,0.469311236,0.337247316,0
552.14975,9.66,497.319,-15.051,0,167.891,4,1994,0.773048027,0.57761754,1
216.21506,5.37,205.305,-5.833,0,140.028,4,1990,0.717528201,0.526805474,0
332.19873,0.293,314.427,-6.953,1,164.025,4,2002,0.588509986,0.493815997,0
241.42322,0,224.891,-5.596,0,120.037,4,2007,0.82735726,0.75292789,1
552.59383,9.776,540.613,-15.44,1,108.147,4,2004,0.468401005,0.31914402,0
157.90975,0,153.345,-9.266,1,130.074,4,1968,0.330520763,0.209297102,0
156.26404,0.067,156.264,-8.547,1,94.981,4,1999,0.670372784,0.478985713,1
222.24934,0.107,216.822,-3.44,0,129.962,4,2004,0.666636578,0.457774354,1
394.91873,0,364.199,-5.464,0,110,4,2004,0.568006941,0.382813994,1
233.50812,0,223.44,-5.606,0,135.043,3,2006,0.631939971,0.482030292,1
253.49179,0.258,245.359,-13.025,1,95.756,4,1996,0.623543278,0.401195306,1
202.4224,0,191.762,-4.21,1,167.857,4,2008,0.659063164,0.43220256,0
141.08689,0.409,135.93,-10.368,0,117.171,1,2002,0.484890345,0.342354695,0
192.15628,0.166,181.278,-10.499,1,151.498,4,2007,0.697761833,0.524882989,1
222.74567,0.252,222.746,-6.116,0,127.769,4,1998,0.772767725,0.554111027,1
247.562,3.895,235.178,-6.171,1,75.506,4,2007,0.641701397,0.394416582,1
235.51955,2.386,228.281,-4.703,0,173.764,3,2010,0.585062978,0.425985809,1
354.71628,0.148,340.776,-12.238,1,123.635,4,1975,0.677586316,0.412074694,0
235.83302,0,218.947,-18.181,0,112.5,1,2009,0.463541426,0.40490412,1
276.11383,0.073,268.556,-5.061,1,99.831,3,2006,0.606102515,0.396018754,1
222.98077,0.263,215.847,-7.304,1,114.037,4,2005,0.689948882,0.478856928,1
178.1024,0.415,167.59,-14.093,0,97.64,5,2001,0.585735488,0.383845367,0
202.94485,0.31,194.792,-7.805,0,104.986,4,2002,0.539576132,0.347277217,1
251.84608,0.473,239.45,-9.872,0,150.049,4,2009,0.50636,0.439893055,1
527.85587,0,515.605,-5.427,1,81.091,4,2004,0.629900176,0.384495697,0
244.16608,0.2,235.381,-7.448,0,129.97,4,2004,0.614099404,0.478550066,1
235.31057,0.2,226.708,-10.731,0,130.434,4,1975,0.511210975,0.384146345,0
204.66893,2.136,197.834,-4.777,1,130.999,4,1998,0.424223135,0.344959866,0
160.83546,0.194,151.214,-5.58,0,115.537,4,2004,0.698548137,0.471550898,0
155.21914,0,146.768,-15.719,1,112.817,4,1999,0.547485301,0.348408181,0
281.80853,2.456,263.837,-8.839,1,161.201,4,2008,0.591408161,0.38108682,1
238.23628,0.363,222.29,-5.782,1,109.031,4,2008,0.593994436,0.403696613,1
143.85587,0.316,136.707,-3.891,0,155.714,4,2004,0.764003369,0.542395094,0
396.43383,0.13,388.18,-8.514,0,119.746,3,1973,0.522954984,0.402690809,1
257.82812,0,255.46,-3.368,1,137.95,4,2004,0.839962768,0.541888972,1
215.2224,0,206.977,-13.93,1,126.744,4,2004,0.644186987,0.498234877,1
125.64853,0.379,120.999,-21.533,1,100.122,3,1994,0.739769095,0.587336246,1
193.01832,0.229,185.736,-9.964,1,129.214,4,2005,0.625704829,0.456988329,0
225.48853,0.067,213.264,-5.397,1,116.011,4,2008,0.807876868,0.505181616,1
130.58567,0.16,120.906,-7.683,1,135.093,4,2008,0.561456058,0.357013917,0
326.29506,0,326.295,-8.442,1,139.368,4,1980,0.691487698,0.519048155,0
297.27302,0.084,284.259,-8.031,1,115.367,4,2010,0.645549208,0.434242155,1
573.12608,0,568.57,-15.762,1,104.808,5,2007,0.634933352,0.384450606,0
232.35873,0.229,222.569,-12.199,0,91.921,1,1997,0.605640198,0.358828424,1
74.91873,1.147,68.894,-24.861,0,90.084,3,2007,0.720711058,0.522047955,1
227.52608,1.03,220.27,-12.806,1,151.434,4,1999,0.760841528,0.396204737,0
285.46567,0,274.216,-9.853,0,152.419,4,2009,0.519949864,0.36800075,0
346.30485,0,334.367,-5.384,1,172.009,4,2008,0.635881571,0.466524672,1
156.49914,0,148.41,-13.33,0,194.982,4,1989,0.69210016,0.426408955,0
261.61587,0,256.058,-5.507,1,116.931,4,2007,0.609263606,0.499129532,0
239.85587,0.342,229.233,-9.305,1,125.218,3,1999,0.831240277,0.725746082,1
248.86812,0.285,233.076,-8.793,1,87.314,3,2007,0.716101705,0.514523378,1
